"sp","bin","n_oc","mst","n_suitable","species_count"
"Brachiopoda Proboscisambon_quaesitus","Sandbian",NA,NA,NA,NA
"Brachiopoda Kozlowskites_nuntius","Sandbian",NA,NA,NA,NA
"Brachiopoda Glyptomenoides_girvanensis","Sandbian",NA,NA,NA,NA
"Mollusca Fidera_maryae","Sandbian",NA,NA,NA,NA
"Brachiopoda Sowerbyella_ampla","Sandbian",NA,NA,NA,NA
"Brachiopoda Parastrophina_plena","Sandbian",NA,NA,NA,NA
"Brachiopoda Zygospira_lebanonensis","Sandbian","2","19.6895052709403","11","53"
"Brachiopoda Aegiromena_descendens","Sandbian",NA,NA,NA,NA
"Brachiopoda Valcourea_plana","Sandbian",NA,NA,NA,NA
"Brachiopoda Eoplectodonta_alternata","Sandbian",NA,NA,NA,NA
"Brachiopoda Oxoplecia_nevadensis","Sandbian",NA,NA,NA,NA
"Brachiopoda Sowerbyella_merriami","Sandbian",NA,NA,NA,NA
"Brachiopoda Sowerbyella_kayi","Sandbian","1",NA,"10","40"
"Brachiopoda Platystrophia_longicardinalis","Sandbian","1",NA,"10","40"
"Brachiopoda Anazyga_recurvirostra","Sandbian","1",NA,"10","40"
"Brachiopoda Platystrophia_robusta","Sandbian","1",NA,"10","40"
"Brachiopoda Plaesiomys_iphigenia","Sandbian","1",NA,"10","40"
"Brachiopoda Sowerbyella_senaria","Sandbian","1",NA,"10","40"
"Brachiopoda Rhynchotrema_increbescens","Sandbian","1",NA,"10","40"
"Brachiopoda Onniella_williamsi","Sandbian",NA,NA,NA,NA
"Mollusca Ambonychinia_corrugata","Sandbian","2","11.2249721603218","13","64"
"Mollusca Cleionychia_pulchella","Sandbian","1",NA,"13","67"
"Mollusca Modiolopsis_leptaenarum","Sandbian","1",NA,"13","68"
"Mollusca Semicorallidomus_whitfieldi","Sandbian","1",NA,"13","59"
"Mollusca Eurymyella_dalecarlia","Sandbian","1",NA,"13","56"
"Mollusca Ptychopterinia_sinuosa","Sandbian","1",NA,"13","68"
"Mollusca Heikea_reniformis","Sandbian","1",NA,"13","55"
"Mollusca Shaninopsis_quadricyclia","Sandbian","1",NA,"13","67"
"Mollusca Shaninopsis_pygmaea","Sandbian","1",NA,"13","65"
"Brachiopoda Eoplectodonta_nuntius","Sandbian",NA,NA,NA,NA
"Mollusca Pseudocyrtodonta_obtusa","Sandbian",NA,NA,NA,NA
"Brachiopoda Schachriomonia_parva","Sandbian",NA,NA,NA,NA
"Brachiopoda Amphiplecia_tardicostata","Sandbian","1",NA,"13","56"
"Brachiopoda Ogmoplecia_plicata","Sandbian","1",NA,"13","57"
"Brachiopoda Hulterstadia_cor","Sandbian","1",NA,"13","66"
"Brachiopoda Sulevorthis_lyckholmiensis","Sandbian","4","21.891602886337","13","67"
"Brachiopoda Holorhynchus_giganteus","Sandbian",NA,NA,NA,NA
"Brachiopoda Eoplectodonta_rhombica","Sandbian",NA,NA,NA,NA
"Brachiopoda Onniella_kalvoya","Sandbian",NA,NA,NA,NA
"Brachiopoda Eoplectodonta_oscitanda","Sandbian",NA,NA,NA,NA
"Brachiopoda Dalmanella_testudinaria","Sandbian","1",NA,"18","60"
"Brachiopoda Hirnantia_sagittifera","Sandbian","1",NA,"18","56"
"Brachiopoda Neoplatystrophia_lutkevichi","Sandbian","1",NA,"13","68"
"Brachiopoda Paucicrura_robusta","Sandbian","2","15.2755690343498","13","58"
"Brachiopoda Onniella_longa","Sandbian",NA,NA,NA,NA
"Brachiopoda Wysogorskiella_litviensis","Sandbian","1",NA,"13","64"
"Brachiopoda Isorthis_estona","Sandbian","3","14.9733095873958","13","66"
"Brachiopoda Laticrura_rostrata","Sandbian","3","18.7136313953225","13","63"
"Brachiopoda Pionodema_costata","Sandbian","2","12.639122819419","13","57"
"Brachiopoda Elsaella_bekkeri","Sandbian","2","9.90959131347","13","61"
"Brachiopoda Tornquistia_nicholsoni","Sandbian","2","11.2249721603218","13","55"
"Brachiopoda Eospirigerina_pennata","Sandbian",NA,NA,NA,NA
"Brachiopoda Dicoelosia_transversa","Sandbian","2","25.3145825419263","13","56"
"Brachiopoda Origostrophia_fragilis","Sandbian",NA,NA,NA,NA
"Brachiopoda Eochonetes_celticus","Sandbian",NA,NA,NA,NA
"Brachiopoda Diambonia_discuneata","Sandbian",NA,NA,NA,NA
"Brachiopoda Brachyprion_portlocki","Sandbian",NA,NA,NA,NA
"Brachiopoda Dicoelosia_simulata","Sandbian",NA,NA,NA,NA
"Brachiopoda Gunnarella_corrugatella","Sandbian",NA,NA,NA,NA
"Brachiopoda Strophomena_cancellata","Sandbian",NA,NA,NA,NA
"Brachiopoda Taphrorthis_immatura","Sandbian",NA,NA,NA,NA
"Brachiopoda Streptis_undifera","Sandbian",NA,NA,NA,NA
"Brachiopoda Proconchidium_munsteri","Sandbian",NA,NA,NA,NA
"Brachiopoda Horderleyella_kegelensis","Sandbian","1",NA,"13","63"
"Brachiopoda Platystrophia_lynx","Sandbian","2","19.4422220952236","17","62"
"Brachiopoda Clinambon_anomalus","Sandbian","3","21.8220072403984","13","55"
"Brachiopoda Sowerbyella_rectangularis","Sandbian",NA,NA,NA,NA
"Brachiopoda Skenidioides_multifarius","Sandbian",NA,NA,NA,NA
"Brachiopoda Anoptambonites_grayae","Sandbian",NA,NA,NA,NA
"Brachiopoda Phragmorthis_buttsi","Sandbian",NA,NA,NA,NA
"Brachiopoda Ptychopleurella_uniplicata","Sandbian",NA,NA,NA,NA
"Brachiopoda Bilobia_etheridgei","Sandbian",NA,NA,NA,NA
"Brachiopoda Bimuria_youngiana","Sandbian",NA,NA,NA,NA
"Brachiopoda Dactylogonia_homostriata","Sandbian",NA,NA,NA,NA
"Brachiopoda Glyptorthis_balclatchiensis","Sandbian",NA,NA,NA,NA
"Brachiopoda Hesperorthis_craigensis","Sandbian",NA,NA,NA,NA
"Brachiopoda Leptaena_diademata","Sandbian",NA,NA,NA,NA
"Brachiopoda Sulevorthis_playfairi","Sandbian",NA,NA,NA,NA
"Brachiopoda Oxoplecia_subborealis","Sandbian",NA,NA,NA,NA
"Brachiopoda Oxoplecia_andersoni","Sandbian",NA,NA,NA,NA
"Brachiopoda Pionodema_girvaniensis","Sandbian",NA,NA,NA,NA
"Brachiopoda Anazyga_orbis","Sandbian",NA,NA,NA,NA
"Brachiopoda Catazyga_arcana","Sandbian",NA,NA,NA,NA
"Brachiopoda Eoplectodonta_semirugata","Sandbian",NA,NA,NA,NA
"Brachiopoda Mjoesina_rugata","Sandbian",NA,NA,NA,NA
"Brachiopoda Paucicrura_eximia","Sandbian",NA,NA,NA,NA
"Brachiopoda Schizotreta_medioradiata","Sandbian",NA,NA,NA,NA
"Brachiopoda Christiania_perrugata","Sandbian",NA,NA,NA,NA
"Brachiopoda Conotreta_davidsoni","Sandbian",NA,NA,NA,NA
"Brachiopoda Paucicrura_cristata","Sandbian",NA,NA,NA,NA
"Brachiopoda Glossella_pulcherrima","Sandbian",NA,NA,NA,NA
"Brachiopoda Leptellina_llandeiloensis","Sandbian",NA,NA,NA,NA
"Brachiopoda Ptychoglyptus_irregularis","Sandbian",NA,NA,NA,NA
"Brachiopoda Rostricellula_ardmillanensis","Sandbian",NA,NA,NA,NA
"Brachiopoda Taphrorthis_bellatrix","Sandbian",NA,NA,NA,NA
"Brachiopoda Titanambonites_incertus","Sandbian",NA,NA,NA,NA
"Brachiopoda Anisopleurella_balclatchiensis","Sandbian",NA,NA,NA,NA
"Brachiopoda Dalmanella_cheesemani","Sandbian",NA,NA,NA,NA
"Brachiopoda Eremotrema_gracilis","Sandbian",NA,NA,NA,NA
"Brachiopoda Isophragma_pseudoretroflexum","Sandbian",NA,NA,NA,NA
"Brachiopoda Lingulella_quaestor","Sandbian",NA,NA,NA,NA
"Brachiopoda Dinorthis_subplicatella","Sandbian",NA,NA,NA,NA
"Brachiopoda Palaeostrophomena_kilbuchoensis","Sandbian",NA,NA,NA,NA
"Brachiopoda Paucicrura_sila","Sandbian",NA,NA,NA,NA
"Brachiopoda Rafinesquina_insidiosa","Sandbian",NA,NA,NA,NA
"Brachiopoda Strophomena_girvanensis","Sandbian",NA,NA,NA,NA
"Brachiopoda Dolerorthis_rankini","Sandbian",NA,NA,NA,NA
"Brachiopoda Orthambonites_ardmillanensis","Sandbian",NA,NA,NA,NA
"Brachiopoda Craspedelia_gabata","Sandbian",NA,NA,NA,NA
"Brachiopoda Diceromyonia_crassa","Sandbian",NA,NA,NA,NA
"Brachiopoda Hypsiptycha_argenturbicum","Sandbian",NA,NA,NA,NA
"Brachiopoda Onniella_plicata","Sandbian",NA,NA,NA,NA
"Brachiopoda Zygospira_resupinata","Sandbian",NA,NA,NA,NA
"Brachiopoda Gnamptorhynchos_prayi","Sandbian",NA,NA,NA,NA
"Brachiopoda Sampo_hiiuensis","Sandbian","3","14.9733095873958","13","66"
"Brachiopoda Clitambonites_schmidti","Sandbian","3","14.0142784330839","13","65"
"Brachiopoda Portranella_exornata","Sandbian",NA,NA,NA,NA
"Brachiopoda Aegiromena_meneghiniana","Sandbian",NA,NA,NA,NA
"Brachiopoda Hisingerella_nana","Sandbian",NA,NA,NA,NA
"Brachiopoda Sericoidea_craigensis","Sandbian",NA,NA,NA,NA
"Brachiopoda Leptaena_strandi","Sandbian",NA,NA,NA,NA
"Brachiopoda Phaceloorthis_fasciculata","Sandbian",NA,NA,NA,NA
"Brachiopoda Geniculomena_barnesi","Sandbian",NA,NA,NA,NA
"Brachiopoda Resupinsculpta_cuprafodina","Sandbian",NA,NA,NA,NA
"Brachiopoda Paromalomena_zheni","Sandbian",NA,NA,NA,NA
"Brachiopoda Shlyginia_rectangularis","Sandbian",NA,NA,NA,NA
"Brachiopoda Tunariorthis_cardocanalis","Sandbian",NA,NA,NA,NA
"Brachiopoda Dinorthis_holdenoides","Sandbian",NA,NA,NA,NA
"Mollusca Glauconome_plumula","Sandbian","1",NA,"13","68"
"Brachiopoda Luhaia_vardi","Sandbian","1",NA,"12","70"
"Brachiopoda Haljalanites_anijana","Sandbian","3","14.0142784330839","13","58"
"Brachiopoda Similoleptaena_pertenuis","Sandbian","2","9.90959131347","13","58"
"Brachiopoda Similoleptaena_paucirugata","Sandbian","3","16.0607417526202","13","57"
"Brachiopoda Bekkeromena_vormsina","Sandbian","3","14.9733095873958","13","64"
"Brachiopoda Septomena_alliku","Sandbian","3","14.0142784330839","13","65"
"Brachiopoda Kurnamena_taxilla","Sandbian","3","14.0142784330839","13","55"
"Brachiopoda Astamena_inaequalis","Sandbian","3","14.0142784330839","13","64"
"Brachiopoda Geniculina_pseudoalternata","Sandbian","2","9.90959131347","13","65"
"Brachiopoda Pirgumena_martnai","Sandbian","3","14.9733095873958","13","56"
"Brachiopoda Bekkeromena_ilmari","Sandbian","1",NA,"13","64"
"Brachiopoda Harjumena_schmidti","Sandbian","2","12.639122819419","13","66"
"Brachiopoda Saxbyonia_fluctuosa","Sandbian","2","9.90959131347","13","48"
"Brachiopoda Similoleptaena_crassorugata","Sandbian","2","12.639122819419","13","64"
"Brachiopoda Holtedahlina_subtilis","Sandbian","1",NA,"13","57"
"Brachiopoda Dinorthis_solaris","Sandbian","4","17.9555005499708","13","59"
"Mollusca Clionychia_undata","Sandbian",NA,NA,NA,NA
"Brachiopoda Hesperorthis_acuticostata","Sandbian",NA,NA,NA,NA
"Brachiopoda Hesperorthis_latecostata","Sandbian",NA,NA,NA,NA
"Brachiopoda Leptaena_praequalis","Sandbian",NA,NA,NA,NA
"Brachiopoda Eostrophonella_antiqua","Sandbian",NA,NA,NA,NA
"Brachiopoda Wysogorskiella_mongoliensis","Sandbian",NA,NA,NA,NA
"Brachiopoda Protanastrophia_salairica","Sandbian",NA,NA,NA,NA
"Brachiopoda Cyrtonotella_kukkersiana","Sandbian","1",NA,"13","64"
"Brachiopoda Platystrophia_chama","Sandbian","2","14.0142784330839","13","55"
"Brachiopoda Boreadorthis_sadewitzensis","Sandbian","4","24.0300286502758","13","64"
"Brachiopoda Glyptorthis_plana","Sandbian","3","14.9733095873958","13","54"
"Brachiopoda Stenocamara_biohermica","Sandbian","2","12.639122819419","13","61"
"Brachiopoda Leptaena_rugosoides","Sandbian","3","14.0142784330839","13","64"
"Brachiopoda Hesperorthis_rae","Sandbian","2","9.90959131347","13","58"
"Brachiopoda Dinorthis_saxbyana","Sandbian","3","16.0607417526202","13","59"
"Brachiopoda Platystrophia_saxbyensis","Sandbian","3","14.9733095873958","13","59"
"Brachiopoda Platystrophia_humilis","Sandbian","2","11.2249721603218","13","57"
"Brachiopoda Plectodonta_convexa","Sandbian","2","9.90959131347","13","56"
"Brachiopoda Boreadorthis_sheehani","Sandbian","3","20.2915604536556","12","68"
"Brachiopoda Onniella_jonesi","Sandbian","3","20.2915604536556","12","56"
"Brachiopoda Anisopleurella_quinquecostata","Sandbian","2","15.8745078663875","12","52"
"Brachiopoda Katastrophomena_costata","Sandbian","2","15.8745078663875","12","64"
"Brachiopoda Spinorthis_europa","Sandbian","3","20.2915604536556","12","70"
"Brachiopoda Sampo_ruralis","Sandbian","3","18.7136313953225","12","58"
"Brachiopoda Saukrodictya_wrighti","Sandbian","3","20.2915604536556","12","57"
"Brachiopoda Leangella_namurensis","Sandbian","2","19.7622711114916","12","70"
"Brachiopoda Platystrophia_lesperancei","Sandbian","3","20.7413811004118","12","56"
"Brachiopoda Portranella_akymatata","Sandbian","4","22.5820155354733","12","69"
"Brachiopoda Christiania_magna","Sandbian","3","20.2915604536556","12","59"
"Brachiopoda Katastrophomena_catalorni","Sandbian","1",NA,"12","50"
"Brachiopoda Strophomena_orthonurensis","Sandbian",NA,NA,NA,NA
"Brachiopoda Platymena_tersa","Sandbian",NA,NA,NA,NA
"Brachiopoda Christiania_proclivis","Sandbian",NA,NA,NA,NA
"Brachiopoda Shlyginia_extraordinaria","Sandbian",NA,NA,NA,NA
"Brachiopoda Hebertella_brevis","Sandbian",NA,NA,NA,NA
"Brachiopoda Sowerbyella_akdombakensis","Sandbian",NA,NA,NA,NA
"Brachiopoda Multiridgia_elegans","Sandbian",NA,NA,NA,NA
"Brachiopoda Bilobia_yichangensis","Sandbian",NA,NA,NA,NA
"Brachiopoda Eoplectodonta_yichangensis","Sandbian",NA,NA,NA,NA
"Brachiopoda Glyptorthis_cataclina","Sandbian",NA,NA,NA,NA
"Brachiopoda Anisopleurella_yichangensis","Sandbian",NA,NA,NA,NA
"Brachiopoda Dolerorthis_hubeiensis","Sandbian",NA,NA,NA,NA
"Brachiopoda Leptellina_yichangensis","Sandbian",NA,NA,NA,NA
"Brachiopoda Foliomena_jielingensis","Sandbian",NA,NA,NA,NA
"Brachiopoda Sulcatorthis_sulcata","Sandbian",NA,NA,NA,NA
"Brachiopoda Strophomena_asmusi","Sandbian",NA,NA,NA,NA
"Brachiopoda Strophomena_sensu","Sandbian",NA,NA,NA,NA
"Brachiopoda Coolinia_dalmani","Sandbian",NA,NA,NA,NA
"Brachiopoda Dalmanella_testudinaria","Hirnantian","5","56.4045464631977","10","37"
"Brachiopoda Eostropheodonta_hirnantensis","Hirnantian",NA,NA,NA,NA
"Brachiopoda Hirnantia_sagittifera","Hirnantian","6","57.1853808168487","10","37"
"Brachiopoda Plectothyrella_crassicosta","Hirnantian",NA,NA,NA,NA
"Brachiopoda Leptaena_rugosa","Hirnantian",NA,NA,NA,NA
"Brachiopoda Hindella_incipiens","Hirnantian",NA,NA,NA,NA
"Brachiopoda Kinnella_kielanae","Hirnantian",NA,NA,NA,NA
"Brachiopoda Sampo_ruralis","Hirnantian",NA,NA,NA,NA
"Brachiopoda Cliftonia_oxoplecioides","Hirnantian",NA,NA,NA,NA
"Brachiopoda Drabovia_undulata","Hirnantian",NA,NA,NA,NA
"Brachiopoda Paromalomena_polonica","Hirnantian",NA,NA,NA,NA
"Brachiopoda Vellamo_diversa","Hirnantian",NA,NA,NA,NA
"Brachiopoda Arenorthis_paranaensis","Hirnantian",NA,NA,NA,NA
"Brachiopoda Eostropheodonta_ultrix","Hirnantian",NA,NA,NA,NA
"Brachiopoda Hindella_crassa","Hirnantian",NA,NA,NA,NA
"Brachiopoda Brevilamnulella_laevis","Hirnantian",NA,NA,NA,NA
"Brachiopoda Eospirigerina_putilla","Hirnantian",NA,NA,NA,NA
"Brachiopoda Epitomyonia_sekwiensis","Hirnantian",NA,NA,NA,NA
"Brachiopoda Dalmanella_edgewoodensis","Hirnantian",NA,NA,NA,NA
"Brachiopoda Dolerorthis_savagei","Hirnantian",NA,NA,NA,NA
"Brachiopoda Hirnantia_noixella","Hirnantian",NA,NA,NA,NA
"Brachiopoda Leptoskelidion_septulosum","Hirnantian",NA,NA,NA,NA
"Brachiopoda Cliftonia_tubulistriata","Hirnantian",NA,NA,NA,NA
"Brachiopoda Brevilamnulella_thebesensis","Hirnantian",NA,NA,NA,NA
"Brachiopoda Stegerhynchus_concinna","Hirnantian",NA,NA,NA,NA
"Brachiopoda Leptaena_roomusoksi","Hirnantian",NA,NA,NA,NA
"Brachiopoda Eoplectodonta_rhombica","Hirnantian",NA,NA,NA,NA
"Brachiopoda Leptaena_trifidum","Hirnantian",NA,NA,NA,NA
"Brachiopoda Reuschella_inexpectata","Hirnantian",NA,NA,NA,NA
"Brachiopoda Toxorthis_proteus","Hirnantian",NA,NA,NA,NA
"Brachiopoda Draborthis_caelebs","Hirnantian",NA,NA,NA,NA
"Brachiopoda Aegiromena_ultima","Hirnantian",NA,NA,NA,NA
"Mollusca Praenucula_dispar","Hirnantian",NA,NA,NA,NA
"Mollusca Praeleda_compar","Hirnantian",NA,NA,NA,NA
"Mollusca Pseudocyrtodonta_obtusa","Hirnantian",NA,NA,NA,NA
"Brachiopoda Eostropheodonta_parvicostellata","Hirnantian",NA,NA,NA,NA
"Brachiopoda Mirorthis_mira","Hirnantian",NA,NA,NA,NA
"Brachiopoda Aegiromena_planissima","Hirnantian",NA,NA,NA,NA
"Brachiopoda Elsaella_bekkeri","Hirnantian",NA,NA,NA,NA
"Brachiopoda Sigmelasma_peepi","Hirnantian",NA,NA,NA,NA
"Brachiopoda Mendacella_aerinensis","Hirnantian",NA,NA,NA,NA
"Brachiopoda Thebesia_admiranda","Hirnantian",NA,NA,NA,NA
"Brachiopoda Orbiculoidea_concentrica","Hirnantian",NA,NA,NA,NA
"Brachiopoda Coolinia_dalmani","Hirnantian",NA,NA,NA,NA
"Brachiopoda Spirigerina_gaspeensis","Hirnantian",NA,NA,NA,NA
"Brachiopoda Fardenia_modica","Hirnantian",NA,NA,NA,NA
"Brachiopoda Dorytreta_longicrura","Hirnantian",NA,NA,NA,NA
"Brachiopoda Kozlowskites_gracilis","Hirnantian",NA,NA,NA,NA
"Brachiopoda Hindella_kiaeri","Hirnantian",NA,NA,NA,NA
"Brachiopoda Leptaena_quadrilatera","Hirnantian",NA,NA,NA,NA
"Brachiopoda Eochonetes_glabra","Hirnantian",NA,NA,NA,NA
"Brachiopoda Coolinia_gamachiana","Hirnantian",NA,NA,NA,NA
"Brachiopoda Brevilamnulella_kjerulfi","Hirnantian",NA,NA,NA,NA
"Brachiopoda Eoplectodonta_oscitanda","Hirnantian",NA,NA,NA,NA
"Brachiopoda Onniella_kalvoya","Hirnantian",NA,NA,NA,NA
"Brachiopoda Gnamptorhynchos_globatum","Hirnantian",NA,NA,NA,NA
"Brachiopoda Amphiplecia_tardicostata","Hirnantian",NA,NA,NA,NA
"Brachiopoda Streptis_undifera","Hirnantian",NA,NA,NA,NA
"Brachiopoda Clorilamnulella_osmundsbergensis","Hirnantian",NA,NA,NA,NA
"Brachiopoda Mendacella_uberis","Hirnantian",NA,NA,NA,NA
"Brachiopoda Vinlandostrophia_regularis","Hirnantian",NA,NA,NA,NA
"Brachiopoda Hebertella_maria","Hirnantian",NA,NA,NA,NA
"Brachiopoda Plaesiomys_anticostiensis","Hirnantian",NA,NA,NA,NA
"Brachiopoda Rhynchotrema_nutrix","Hirnantian",NA,NA,NA,NA
"Brachiopoda Furcitella_nodosa","Hirnantian",NA,NA,NA,NA
"Brachiopoda Orthorhynchyllion_prinstanum","Hirnantian",NA,NA,NA,NA
"Brachiopoda Hypsiptycha_anticostiensis","Hirnantian",NA,NA,NA,NA
"Brachiopoda Siljanostrophia_camerata","Hirnantian",NA,NA,NA,NA
"Brachiopoda Parastrophinella_reversa","Hirnantian",NA,NA,NA,NA
"Brachiopoda Proconchidium_munsteri","Hirnantian",NA,NA,NA,NA
"Brachiopoda Vellamo_aenigma","Hirnantian",NA,NA,NA,NA
"Mollusca Ambonychinia_corrugata","Hirnantian",NA,NA,NA,NA
"Mollusca Heikea_reniformis","Hirnantian",NA,NA,NA,NA
"Mollusca Glauconome_plumula","Hirnantian",NA,NA,NA,NA
"Brachiopoda Pirgumena_martnai","Hirnantian",NA,NA,NA,NA
"Brachiopoda Schmidtomena_acuteplicata","Hirnantian",NA,NA,NA,NA
"Brachiopoda Boreadorthis_sadewitzensis","Hirnantian",NA,NA,NA,NA
"Brachiopoda Barbarorthis_porkuniensis","Hirnantian",NA,NA,NA,NA
"Brachiopoda Platystrophia_humilis","Hirnantian",NA,NA,NA,NA
"Brachiopoda Dicoelosia_osloensis","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Dolerorthis_plicata","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Leangella_scissa","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Eoplectodonta_duplicata","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Stricklandia_lens","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Protatrypa_malmoeyensis","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Aegiria_norvegica","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Katastrophomena_penkillensis","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Leptaena_haverfordensis","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Leptaena_rhomboidalis","Rhuddanian","1",NA,"11","47"
"Brachiopoda Levenea_llandoveriana","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Brachyprion_compressa","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Coolinia_applanata","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Clorilamnulella_undata","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Dolerorthis_sowerbyiana","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Strophomena_antiquata","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Kozlowskites_gracilis","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Hindella_crassa","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Katastrophomena_woodlandensis","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Schizonema_subplicatum","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Streptis_altosinuata","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Eopentamerus_inexpectatus","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Ygerodiscus_striatocostatus","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Dicoelosia_dauphinensis","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Stegerhynchus_peneborealis","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Eocoelia_hemisphaerica","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Ancillotoechia_eva","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Meifodia_subundata","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Cryptothyrella_angustifrons","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Reuschella_inexpectata","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Spirigerina_gaspeensis","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Plectothyrella_crassicosta","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Stegerhynchus_borealis","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Stegerhynchus_concinna","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Hercotrema_winiskensis","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Stegerhynchus_praecursor","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Virgiana_mayvillensis","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Leptaena_valentia","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Coolinia_pecten","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Borealis_borealis","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Skenidioides_worsleyi","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Mendacella_bleikeriensis","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Fardenia_oblectator","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Plectatrypa_henningsmoeni","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Eostropheodonta_delicata","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Pentamerus_oblongus","Rhuddanian","4","33.5980099991954","10","53"
"Brachiopoda Zygospiraella_duboisi","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Eospirifer_radiatus","Rhuddanian","1",NA,"10","65"
"Brachiopoda Epitomyonia_sekwiensis","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Dalmanella_edgewoodensis","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Skenidioides_operosa","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Acaretyrricula_tenuiguttae","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Zygospiraella_venusta","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Leptostrophia_beechhillensis","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Virgiana_utahensis","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Strophoprion_geniculatum","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Dicoelosia_biloba","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Atrypina_erugata","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Atrypa_hedei","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Dalejina_striata","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Hesperorthis_hillistensis","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Neoplatystrophia_affabilis","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Dalmanella_cyclica","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Strophodonta_corrugata","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Brachyprion_profunda","Rhuddanian","2","9.90959131347","11","54"
"Brachiopoda Coelospira_hemispherica","Rhuddanian","2","9.90959131347","11","51"
"Brachiopoda Coelospira_plicatula","Rhuddanian","2","9.90959131347","11","53"
"Brachiopoda Hyattidina_congesta","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Platystrophia_biforatus","Rhuddanian","2","9.90959131347","10","53"
"Brachiopoda Rhipidomella_circulus","Rhuddanian","2","9.90959131347","11","54"
"Brachiopoda Rhynchotreta_robusta","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Platystrophia_lynx","Rhuddanian","1",NA,"10","53"
"Brachiopoda Strophonella_patenta","Rhuddanian","2","9.90959131347","11","51"
"Brachiopoda Rhynchonella_bidens","Rhuddanian","1",NA,"11","53"
"Brachiopoda Lingula_perovata","Rhuddanian","2","9.90959131347","11","53"
"Brachiopoda Rhynchonella_emacerata","Rhuddanian",NA,NA,NA,NA
"Brachiopoda Dalmanella_elegantula","Rhuddanian","1",NA,"11","54"
"Mollusca Ctenodonta_lata","Rhuddanian","1",NA,"11","51"
